batch,Iteration,SMILES,Ered 
initial,0,CCNc1c2c(cc3nsnc13)N(CC)CN2C,-2.72 
initial,1,CCOc1c2c(c(C)c3nsnc13)OCC(CC)O2,-2.37 
initial,2,CCN1c2cc3nsnc3cc2N(C)C1OC,-2.74 
initial,3,CC(C)N1CCN(C)c2ccc3nsnc3c21,-2.53 
initial,4,C/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2CC1,-2.19 
initial,5,CC1CCc2c3c(c4nsnc4c21)C(C)CO3,-2.37 
initial,6,CCCN1CN(CC)c2cc3nsnc3cc21,-2.82 
initial,7,CCN1CCN(C)c2c1c(C(C)C)c1nsnc1c2C,-2.59 
initial,8,CNc1c(C(C)C)cc(OC)c2nsnc12,-2.27 
initial,9,CCCN1CN(C(C)C)c2cc3nsnc3c(NC)c21,-2.77 
sample,1,CCCCN1CN(CC)c2cc3nsnc3cc21,-2.74 
sample,2,CCCN1CN(C)c2cc3nsnc3c(N(C)C)c21,-2.76 
sample,3,CCN1CN(C)c2c1cc1nsnc1c2N(C)C,-2.78 
sample,4,COCCc1c2c(cc3nsnc13)N(C)CN2C,-2.69 
sample,5,CCC(C)N1CN(CC)c2cc3nsnc3c(NC)c21,-2.47 
sample,6,CCCCN1CN(C)c2cc3nsnc3cc21,-2.74 
sample,7,CCc1c2c(cc3nsnc13)N(CC)CN2CC,-2.74 
sample,8,CCCN1CN(C(C)C)c2cc3nsnc3cc21,-2.83 
sample,9,CCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.71 
sample,10,CCCN1CN(CCC)c2cc3nsnc3cc21,-2.81 
sample,11,CCN1c2cc3nsnc3cc2N(CC)C1OC,-2.96 
sample,12,CCCN1c2cc3nsnc3cc2N(C)C1OC,-2.73 
sample,13,CCOC1N(C)c2cc3nsnc3cc2N1C,-2.88 
sample,14,CCOc1c2c(cc3nsnc13)N(C)CN2C,-2.65 
sample,15,CCCCOC1N(C)c2cc3nsnc3cc2N1C,-2.70 
sample,16,COC1N(C(C)C)c2cc3nsnc3cc2N1C(C)C,-2.65 
sample,17,CCOC1N(C)c2cc3nsnc3cc2N1CC,-2.71 
sample,18,COC1N(C)c2cc3nsnc3cc2N1C,-2.69 
sample,19,COc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.69 
sample,20,CCN1CN(CCN(C)C)c2cc3nsnc3cc21,-2.79 
sample,21,CCCCN1CN(CCC)c2cc3nsnc3cc21,-2.77 
sample,22,CCCN1CN(CCOC)c2cc3nsnc3cc21,-2.83 
sample,23,CCCCN1CN(CCOC)c2cc3nsnc3cc21,-2.62 
sample,24,CCOCCN1CN(CC)c2cc3nsnc3cc21,-2.79 
sample,25,COCCOC1N(C)c2cc3nsnc3cc2N1C,-2.99 
