batch,Iteration,SMILES,Ered 
initial,0,CCc1c2c(c(C)c3nsnc13)CC(C)O2,-2.48 
initial,1,CCC1COc2c(c(OC)cc3nsnc23)O1,-2.49 
initial,2,CCCc1c(C)cc(OC)c2nsnc12,-2.35 
initial,3,CCc1c(OC)c(OC)c2nsnc2c1C,-2.28 
initial,4,CCCN1CCN(C(C)C)c2cc3nsnc3c(C)c21,-2.66 
initial,5,CCOCCc1c2c(c(NC)c3nsnc13)C1CCC2C1,-2.48 
initial,6,COC1N(C)c2cc3nsnc3cc2N1C,-2.69 
initial,7,CCOc1cc2nsnc2c2c1OCC2,-2.42 
initial,8,CCNc1c2c(c(CC)c3nsnc13)N(C)CN2C,-2.55 
initial,9,CCc1c2c(c(C)c3nsnc13)CC(C)C2,-2.44 
sample,1,CCc1c2c(cc3nsnc13)N(CC(C)C)CN2CC,-2.65 
sample,2,CCN1c2cc3nsnc3cc2N(C)C1OC,-2.74 
sample,3,COC1N(C)c2cc3nsnc3cc2N1C(C)C,-2.70 
sample,4,CCN1CN(C)c2c1cc1nsnc1c2N(C)C,-2.78 
sample,5,CN(C)CCc1c2c(cc3nsnc13)N(C)CN2C,-2.67 
sample,6,CCOC1N(C)c2cc3nsnc3cc2N1C,-2.88 
sample,7,CCOc1c2c(cc3nsnc13)N(C)CN2C,-2.65 
sample,8,CCOC1N(C)c2cc3nsnc3cc2N1CC,-2.71 
sample,9,CC(C)N1CCN(C)c2ccc3nsnc3c21,-2.53 
sample,10,CCCN1CN(C)c2cc3nsnc3c(N(C)C)c21,-2.76 
sample,11,CCCCOC1N(C)c2cc3nsnc3cc2N1C,-2.70 
sample,12,CCN1c2cc3nsnc3cc2N(CC)C1OC,-2.96 
sample,13,COC1N(C(C)C)c2cc3nsnc3cc2N1C(C)C,-2.65 
sample,14,COCCc1c2c(cc3nsnc13)N(C)CN2C,-2.69 
sample,15,COc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.69 
sample,16,COCCOC1N(C)c2cc3nsnc3cc2N1C,-2.99 
sample,17,CCOCCN1CCN(C)c2cc3nsnc3c(OC)c21,-2.50 
sample,18,COCCNc1c2c(cc3nsnc13)N(C)CN2C,-2.74 
sample,19,CCN1CN(C)c2c1c(OC)c1nsnc1c2OC,-2.60 
sample,20,COCCNc1c2c(cc3nsnc13)OC(C)CO2,-2.40 
sample,21,CCOCCN1CN(CC)c2cc3nsnc3cc21,-2.79 
sample,22,CCCOCCN1CN(C)c2cc3nsnc3cc21,-2.69 
sample,23,CCCN1CN(CCOC)c2cc3nsnc3cc21,-2.83 
sample,24,CCCCN1CN(CCOC)c2cc3nsnc3cc21,-2.62 
sample,25,CCN1CN(CCOC)c2c1cc1nsnc1c2C,-2.83 
sample,26,CCc1c2c(cc3nsnc13)N(CC)C(OC)N2C,-2.71 
sample,27,CCCCN1CN(CC)c2cc3nsnc3cc21,-2.74 
sample,28,CCN1CCN(CCOC)c2cc3nsnc3cc21,-2.66 
sample,29,CCN(CC)c1c2c(c(C)c3nsnc13)OCCO2,-2.47 
sample,30,CNc1c2c(cc3nsnc13)N(C)C(OC)N2C,-2.72 
sample,31,CCCN1c2cc3nsnc3cc2N(C)C1OC,-2.73 
sample,32,CCCCOCCc1cccc2nsnc12,-2.20 
sample,33,CN(C)c1c2c(cc3nsnc13)C1CCC2CC1,-2.37 
sample,34,CNc1c2c(cc3nsnc13)N(C)CN2CCOC,-2.55 
sample,35,CCN1CN(CC)c2c1c(C)c1nsnc1c2C,-2.84 
sample,36,CCc1c2c(c(C)c3nsnc13)N(CC)CN2CC,-2.78 
sample,37,CCc1c2c(cc3nsnc13)N(CC)CN2CC,-2.74 
sample,38,Cc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,-2.70 
sample,39,CNc1c2c(cc3nsnc13)N(C)CN2C,-2.58 
sample,40,CCc1c2c(c(C)c3nsnc13)N(CC)CCN2C,-2.49 
sample,41,COCCN1CN(C)c2c1cc1nsnc1c2C,-2.69 
sample,42,C1COc2c3c(c4nsnc4c2N1)OCCO3,-2.44 
sample,43,COCCOCCc1c2c(cc3nsnc13)C1CCC2CC1,-2.44 
sample,44,CCN(C)c1c(N(C)C)ccc2nsnc12,-2.40 
sample,45,CCCCNc1c2c(cc3nsnc13)N(C)CN2CC,-2.74 
sample,46,CCOCCN1CCN(C)c2cc3nsnc3c(C)c21,-2.44 
sample,47,C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C,-2.38 
sample,48,CCC(C)N1CN(C)c2c1c(C)c1nsnc1c2C,-2.86 
sample,49,CCC(C)N1CN(CC)c2c1cc1nsnc1c2C,-2.72 
sample,50,CCc1c2c(c(C)c3nsnc13)N(C)CN2C(C)C,-2.75 
sample,51,CNc1c2c(c(NCCOC)c3nsnc13)C1CCC2CC1,-2.47 
sample,52,CCCc1c2c(c(C(C)CC)c3nsnc13)C1CCC2C1,-2.47 
sample,53,CC1CCc2c1c1c(c3nsnc23)NCC1C,-2.37 
sample,54,CCCCN1c2cc3nsnc3cc2N(C)C1OC,-2.75 
sample,55,COCCOc1c2c(c(OC)c3nsnc13)C1CCC2C1,-2.32 
sample,56,CCC(C)N1CN(C(C)CC)c2cc3nsnc3cc21,-2.79 
sample,57,CCCCN1CCN(C(C)CC)c2cc3nsnc3cc21,-2.80 
sample,58,CCC(C)N1CCN(C(C)C)c2cc3nsnc3c(C)c21,-2.52 
