batch,Iteration,SMILES,Ered 
initial,0,CCc1c2c(c(C)c3nsnc13)CC(C)C2,-2.44 
initial,1,COCCN1CCN(C)c2c1cc1nsnc1c2C(C)C,-2.57 
initial,2,CCNc1c2c(cc3nsnc13)OC(C(C)C)CO2,-2.43 
initial,3,CCCCc1c2c(c(OCCC)c3nsnc13)C1CCC2C1,-2.43 
initial,4,CCCN1CN(CC)c2cc3nsnc3c(NC)c21,-2.74 
initial,5,COc1c2c(c(C)c3nsnc13)CCO2,-2.38 
initial,6,CCCc1c(OC)cc2nsnc2c1NC,-2.47 
initial,7,CC(C)C1COc2c(ccc3nsnc23)O1,-2.27 
initial,8,COc1cc2c(c3nsnc13)[N+](C)=C([O-])C2,-2.20 
initial,9,CCNc1c(C)cc(NC)c2nsnc12,-2.36 
sample,1,CCCN1CN(CC)c2c1cc1nsnc1c2NC,-2.69 
sample,2,CCNc1c2c(cc3nsnc13)N(CC)CN2C(C)C,-2.73 
sample,3,CCCCN1CN(CC)c2cc3nsnc3c(NC)c21,-2.77 
sample,4,CCCCN1CN(CC)c2c1cc1nsnc1c2NC,-2.71 
sample,5,CCCN1CCN(CC)c2cc3nsnc3c(NC)c21,-2.66 
sample,6,CCCNc1c2c(cc3nsnc13)N(CCC)CN2C,-2.71 
sample,7,CCC(C)N1CN(CC)c2c1cc1nsnc1c2NC,-2.56 
sample,8,CCCCN1CN(C)c2c1cc1nsnc1c2NCC,-2.85 
sample,9,CCCN1CN(C)c2c1cc1nsnc1c2NC(C)C,-2.63 
sample,10,CCNc1c2c(cc3nsnc13)N(CC)CN2CC,-2.99 
sample,11,CCCNc1c2c(cc3nsnc13)N(CC)CN2C,-2.80 
sample,12,CCCN1CN(C)c2c1cc1nsnc1c2NCC,-2.63 
sample,13,CCCN1CN(C)c2cc3nsnc3c(NCC)c21,-2.67 
sample,14,CCCCN1CN(C)c2c1cc1nsnc1c2NC,-2.76 
sample,15,CCN1CN(C(C)C)c2cc3nsnc3c(NC)c21,-2.84 
sample,16,CCN1CN(C(C)C)c2c1cc1nsnc1c2NC,-2.80 
sample,17,CCNc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.51 
sample,18,CCCN1CN(C(C)C)c2cc3nsnc3c(NC)c21,-2.77 
sample,19,CCCNc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.63 
sample,20,CCc1c2c(c(NC)c3nsnc13)N(CC)CN2C,-2.52 
sample,21,CCN1CN(CC(C)C)c2cc3nsnc3c(NC)c21,-2.76 
sample,22,CCN1CN(CC(C)C)c2c1cc1nsnc1c2NC,-2.61 
sample,23,CCNc1c2c(cc3nsnc13)N(C)CN2C(C)C,-2.74 
sample,24,CCN1CN(C)c2c1cc1nsnc1c2NC(C)C,-2.67 
sample,25,CCN1CN(C)c2c1cc1nsnc1c2NCC(C)C,-2.76 
sample,26,CCNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,-2.75 
sample,27,CCNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.66 
sample,28,CNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.61 
sample,29,CCCN1CCN(C)c2cc3nsnc3c(NCC)c21,-2.48 
sample,30,CNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,-2.95 
sample,31,CC(C)CNc1c2c(cc3nsnc13)N(C)CN2C,-2.48 
sample,32,CCC(C)N1CN(C)c2c1cc1nsnc1c2NC,-2.65 
sample,33,CNc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,-2.88 
sample,34,CCC(C)N1CN(C)c2cc3nsnc3c(NC)c21,-2.94 
sample,35,CCNc1c2c(cc3nsnc13)N(C(C)CC)CN2C,-2.82 
sample,36,CCC(C)N1CN(CC)c2cc3nsnc3c(NC)c21,-2.47 
sample,37,CCCN1CN(C)c2c1cc1nsnc1c2NC,-2.58 
sample,38,CCC(C)Nc1c2c(cc3nsnc13)N(CC)CN2C,-2.61 
sample,39,CCCNc1c2c(c(C)c3nsnc13)N(C)CN2C,-2.58 
sample,40,CCCN1CCN(C)c2c1cc1nsnc1c2NC,-2.62 
sample,41,CCN1CN(CC)c2c1cc1nsnc1c2NC,-2.64 
sample,42,CCCN1CCN(C)c2cc3nsnc3c(NC)c21,-2.59 
sample,43,CCCN1CCN(C(C)C)c2c1cc1nsnc1c2NC,-2.66 
sample,44,CCCN1CCN(C(C)C)c2cc3nsnc3c(NC)c21,-2.50 
sample,45,CCCN1CN(C)c2c1c(C)c1nsnc1c2NC,-2.69 
sample,46,CCCN1CN(C)c2c1c(NC)c1nsnc1c2C,-2.63 
sample,47,CCNc1c2c(c(CC)c3nsnc13)N(C)CN2C,-2.55 
sample,48,CCCNc1c2c(cc3nsnc13)N(C)CN2C,-2.60 
sample,49,CCCN1CN(C)c2cc3nsnc3c(N(C)C)c21,-2.76 
sample,50,CCN1CN(C)c2c1cc1nsnc1c2CC(C)C,-2.77 
sample,51,CCCN1CCN(C(C)C)c2cc3nsnc3cc21,-2.67 
sample,52,CCCCN1CN(C(C)C)c2cc3nsnc3cc21,-2.72 
sample,53,CC(C)CN1CN(C(C)C)c2cc3nsnc3cc21,-2.82 
sample,54,CCCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.73 
sample,55,CCCN1CCN(CCC)c2cc3nsnc3cc21,-2.71 
sample,56,CCC(C)c1c2c(cc3nsnc13)N(C)CN2CC,-2.79 
sample,57,CCC(C)c1c2c(cc3nsnc13)N(CC)CN2C,-2.68 
sample,58,CCCN1CN(C(C)CC)c2cc3nsnc3cc21,-2.74 
sample,59,CCCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,-2.68 
sample,60,CCCCN1CN(CCC)c2cc3nsnc3cc21,-2.77 
