batch,Iteration,SMILES,Ered 
initial,0,COc1c2c(c(CC(C)C)c3nsnc13)C1CCC2CC1,-2.39 
initial,1,COc1cc(CC(C)C)cc2nsnc12,-2.31 
initial,2,CCNc1c2c(cc3nsnc13)N(CC)CCN2C(C)C,-2.65 
initial,3,CCCc1cc(C)c2nsnc2c1C,-2.38 
initial,4,CCc1c(C)c(C)c2nsnc2c1OC,-2.34 
initial,5,CNc1c2c(c(C)c3nsnc13)OCC2,-2.50 
initial,6,CCOc1cc(CC)c(C)c2nsnc12,-2.23 
initial,7,Cc1cc2c(c3nsnc13)CC(C)CO2,-2.38 
initial,8,CCCC1COc2c(ccc3nsnc23)O1,-2.27 
initial,9,CC1Cc2ccc3nsnc3c2N(C)C1,-2.37 
sample,1,CCN1CCN(CC(C)C)c2c1cc1nsnc1c2NC,-2.51 
sample,2,CCNc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,-2.50 
sample,3,CCN1CCN(CC(C)C)c2cc3nsnc3c(NC)c21,-2.55 
sample,4,CCC(C)N1CCN(CC)c2cc3nsnc3c(NC)c21,-2.68 
sample,5,CCNc1c2c(cc3nsnc13)N(C)CCN2C(C)CC,-2.67 
sample,6,CCC(C)N1CCN(C)c2cc3nsnc3c(NC)c21,-2.67 
sample,7,CCC(C)N1CCN(C)c2c1cc1nsnc1c2NC,-2.74 
sample,8,CCC(C)N1CN(CC)c2c1cc1nsnc1c2NC,-2.56 
sample,9,CCC(C)Nc1c2c(cc3nsnc13)N(C)CCN2C,-2.66 
sample,10,CCC(C)N1CCN(C)c2c1c(NC)c1nsnc1c2C,-2.59 
sample,11,CCC(C)Nc1c2c(cc3nsnc13)N(C)CCN2CC,-2.48 
sample,12,CCN1CCN(C(C)C)c2cc3nsnc3c(NC)c21,-2.67 
sample,13,CCCN1CCN(C)c2c1c(C)c1nsnc1c2NC,-2.52 
sample,14,CCNc1c2c(cc3nsnc13)N(C)CCN2C(C)C,-2.61 
sample,15,CCCN1CCN(CC)c2c1cc1nsnc1c2NC,-2.73 
sample,16,CCNc1c2c(cc3nsnc13)N(C(C)C)CCN2C,-2.62 
sample,17,CCCN1CCN(C)c2cc3nsnc3c(NCC)c21,-2.48 
sample,18,CCNc1c2c(cc3nsnc13)N(C(C)CC)CCN2C,-2.63 
sample,19,CNc1c2c(cc3nsnc13)N(CC(C)C)CCN2C,-2.64 
sample,20,CNc1c2c(cc3nsnc13)N(C(C)C)CCN2C,-2.63 
sample,21,CCN1CCN(CC)c2c1cc1nsnc1c2NC,-2.58 
sample,22,CCCCN1CCN(C)c2cc3nsnc3c(NC)c21,-2.63 
sample,23,CCCN1CCN(C)c2c1cc1nsnc1c2NC,-2.62 
sample,24,CNc1c2c(cc3nsnc13)N(C)CCN2C(C)C,-2.64 
sample,25,CCCN1CCN(C)c2cc3nsnc3c(NC)c21,-2.59 
sample,26,CCN1CCN(C)c2c1cc1nsnc1c2NC(C)C,-2.87 
sample,27,CC(C)CNc1c2c(cc3nsnc13)N(C)CCN2C,-2.61 
sample,28,CCCNc1c2c(cc3nsnc13)N(CC)CCN2C,-2.46 
sample,29,CC(C)Nc1c2c(cc3nsnc13)N(C)CCN2C,-2.61 
sample,30,CNc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,-2.50 
sample,31,CCCNc1c2c(cc3nsnc13)N(C)CCN2C,-2.61 
sample,32,CNc1c2c(c(C)c3nsnc13)N(C(C)C)CCN2C,-2.50 
sample,33,CCNc1c2c(cc3nsnc13)N(CC)CCN2C,-2.62 
sample,34,CCNc1c2c(cc3nsnc13)N(C)CCN2CC,-2.64 
sample,35,CCNc1c2c(cc3nsnc13)N(CC)CCN2CC,-2.55 
sample,36,CCC(C)Nc1c2c(cc3nsnc13)N(CC)CN2C,-2.61 
sample,37,CCC(C)N1CN(CC)c2cc3nsnc3c(NC)c21,-2.47 
sample,38,CCCNc1c2c(cc3nsnc13)N(C)CCN2CC,-2.71 
sample,39,CCNc1c2c(c(C)c3nsnc13)N(CC)CCN2C,-2.57 
sample,40,CCc1c2c(c(NC)c3nsnc13)N(C)CCN2CC,-2.49 
sample,41,CC(C)Nc1c2c(cc3nsnc13)N(C(C)C)CCN2C,-2.61 
sample,42,CCCNc1c2c(cc3nsnc13)N(C)CCN2C(C)C,-2.77 
sample,43,CCCNc1c2c(cc3nsnc13)N(C(C)C)CCN2C,-2.61 
sample,44,CCCN1CCN(C)c2c1cc1nsnc1c2NC(C)C,-2.66 
sample,45,CCCNc1c2c(cc3nsnc13)N(C)CCN2CCC,-2.57 
sample,46,CCCCN1CCN(CC)c2cc3nsnc3c(NC)c21,-2.49 
sample,47,CCC(C)Nc1c2c(cc3nsnc13)N(CC)CCN2C,-2.64 
sample,48,CCN1CCN(C)c2cc3nsnc3c(NCC(C)C)c21,-2.57 
sample,49,CCOc1c2c(c(NC)c3nsnc13)N(C)CCN2C,-2.51 
sample,50,CC(C)Nc1c2c(cc3nsnc13)N(C)CCN2C(C)C,-2.36 
sample,51,CCCN1CCN(CC)c2c1cc1nsnc1c2NCC,-2.68 
sample,52,CCCN1CCN(CC)c2cc3nsnc3c(NCC)c21,-2.63 
sample,53,CCCCN1CCN(C)c2c1c(C)c1nsnc1c2NC,-2.33 
sample,54,CCNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,-2.75 
sample,55,CCN1CN(C)c2c1cc1nsnc1c2NCC(C)C,-2.76 
sample,56,CCCNc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.63 
sample,57,CCCCN1CN(C)c2c1cc1nsnc1c2NCC,-2.85 
sample,58,CCCCN1CN(CC)c2cc3nsnc3c(NC)c21,-2.77 
sample,59,CCCN1CN(C)c2c1cc1nsnc1c2NC(C)C,-2.63 
sample,60,CCCCN1CN(C)c2c1cc1nsnc1c2NC,-2.76 
sample,61,CCCNc1c2c(cc3nsnc13)N(CC)CN2C,-2.80 
sample,62,CCCN1CN(C)c2c1cc1nsnc1c2NCC,-2.63 
sample,63,CNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.61 
sample,64,CCNc1c2c(cc3nsnc13)N(CC)CN2C(C)C,-2.73 
sample,65,CCNc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.51 
sample,66,CCCN1CN(C(C)C)c2cc3nsnc3c(NC)c21,-2.77 
sample,67,CCN1CN(CC(C)C)c2cc3nsnc3c(NC)c21,-2.76 
sample,68,CCCNc1c2c(cc3nsnc13)N(CCC)CN2C,-2.71 
sample,69,CCNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.66 
sample,70,CCCN1CN(CC)c2cc3nsnc3c(NC)c21,-2.74 
sample,71,CCCN1CN(CC)c2c1cc1nsnc1c2NC,-2.69 
sample,72,CCNc1c2c(cc3nsnc13)N(CC)CN2CC,-2.99 
sample,73,CCCN1CN(C)c2cc3nsnc3c(NCC)c21,-2.67 
sample,74,CCCCN1CN(CC)c2c1cc1nsnc1c2NC,-2.71 
sample,75,CC(C)CNc1c2c(cc3nsnc13)N(C)CN2C,-2.48 
