batch,Iteration,SMILES,Ered 
initial,0,CCCC1Oc2cc3nsnc3c(C)c2OC1CC,-2.29 
initial,1,CC(C)COCCOc1ccc2nsnc2c1,-2.18 
initial,2,CCC1Oc2c(cc3nsnc3c2C)OC1C,-2.26 
initial,3,CN1CCOc2ccc3nsnc3c21,-2.34 
initial,4,CCCCN1CN(C(C)C)c2cc3nsnc3c(C)c21,-2.79 
initial,5,CCN1CN(CCOC)c2c1cc1nsnc1c2C,-2.83 
initial,6,c1c2c(cc3nsnc13)CCCC2,-2.25 
initial,7,CCc1c(OC(C)C)ccc2nsnc12,-2.30 
initial,8,COc1cc2c(c3nsnc13)[NH+]=C([O-])CC2,-2.16 
initial,9,COCCOc1ccc2nsnc2c1C,-2.26 
sample,1,CCCN1CN(C)c2cc3nsnc3c(N(C)C)c21,-2.76 
sample,2,CCCCN1CN(CCOC)c2cc3nsnc3cc21,-2.62 
sample,3,CCc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,-2.63 
sample,4,CCCN1CN(C)c2c1c(OC)c1nsnc1c2C,-2.67 
sample,5,CCc1c2c(cc3nsnc13)N(CC(C)C)CN2CC,-2.65 
sample,6,CN(C)CCc1c2c(cc3nsnc13)N(C)CN2C,-2.67 
sample,7,CCCN1CN(CCC)c2c1cc1nsnc1c2C,-2.80 
sample,8,CCN1CN(CC(C)C)c2c1cc1nsnc1c2C,-2.75 
sample,9,CCCCN1CN(CC)c2cc3nsnc3cc21,-2.74 
sample,10,CCCCN1CN(C(C)C)c2cc3nsnc3cc21,-2.72 
sample,11,COCCN1CN(C)c2c1cc1nsnc1c2C,-2.69 
sample,12,CCCN1CN(C)c2c1c(NC)c1nsnc1c2C,-2.63 
sample,13,CCCCN1CN(CC)c2c1cc1nsnc1c2C,-2.71 
sample,14,CCCCN1CN(C)c2c1cc1nsnc1c2C,-2.66 
sample,15,CCCCN1CN(CCC)c2cc3nsnc3c(C)c21,-2.97 
sample,16,CCCCN1CN(C)c2c1cc1nsnc1c2CCC,-2.74 
sample,17,CCCCN1CN(C(C)C)c2c1cc1nsnc1c2C,-2.84 
sample,18,CCCc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.83 
sample,19,CCCCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.78 
sample,20,CCCN1CN(C(C)CC)c2cc3nsnc3c(C)c21,-2.72 
sample,21,CCCCN1CN(CCC)c2c1cc1nsnc1c2C,-2.85 
sample,22,CC(C)CN1CN(CC(C)C)c2cc3nsnc3cc21,-2.75 
sample,23,CCCc1c2c(cc3nsnc13)N(CCC)CN2CC,-2.81 
sample,24,CCCCN1CN(CCCC)c2cc3nsnc3cc21,-2.72 
sample,25,CCCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,-2.68 
sample,26,CCCN1CCN(CCC)c2c1cc1nsnc1c2C,-2.60 
sample,27,CCCCN1CN(CC)c2cc3nsnc3c(C)c21,-2.92 
sample,28,CCCN1CN(C(C)C)c2c1cc1nsnc1c2C,-2.61 
sample,29,CCCCN1CN(CCC)c2cc3nsnc3cc21,-2.77 
sample,30,Cc1c2c(cc3nsnc13)N(CC(C)C)CN2C(C)C,-2.76 
sample,31,CCCc1c2c(cc3nsnc13)N(C(C)C)CN2CC,-2.71 
sample,32,CCCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.73 
sample,33,CCCOC1N(CC)c2cc3nsnc3cc2N1CC,-2.77 
sample,34,CCOc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.75 
sample,35,CCCN1CN(C)c2cc3nsnc3c(OC(C)C)c21,-2.66 
sample,36,CCCN1CN(CCOC)c2cc3nsnc3cc21,-2.83 
sample,37,CCOCCN1CN(CC)c2cc3nsnc3cc21,-2.79 
sample,38,CCCCOc1c2c(cc3nsnc13)N(CC)CN2C,-2.81 
sample,39,CCCCNc1c2c(cc3nsnc13)N(C)CN2CC,-2.74 
sample,40,CCCCOC1N(C)c2cc3nsnc3cc2N1C,-2.70 
sample,41,CCN1CN(CCN(C)C)c2cc3nsnc3cc21,-2.79 
sample,42,CCCCN1CN(C)c2c1cc1nsnc1c2NCC,-2.85 
sample,43,CCCCN1CN(CC)c2cc3nsnc3c(NC)c21,-2.77 
sample,44,CCN1CN(C)c2c1cc1nsnc1c2NCC(C)C,-2.76 
sample,45,CCNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,-2.75 
sample,46,CCCNc1c2c(cc3nsnc13)N(CCC)CN2C,-2.71 
sample,47,CCCNc1c2c(cc3nsnc13)N(CC)CN2C,-2.80 
sample,48,CCCCN1CN(C)c2c1cc1nsnc1c2NC,-2.76 
sample,49,CCCN1CN(C)c2c1cc1nsnc1c2NCC,-2.63 
sample,50,CCCNc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.63 
sample,51,CC(C)COc1c2c(cc3nsnc13)N(C)CN2C,-2.65 
sample,52,COCCNc1c2c(cc3nsnc13)N(C)CN2C,-2.74 
sample,53,COCCOC1N(C)c2cc3nsnc3cc2N1C,-2.99 
sample,54,CCN1CN(C)c2c1c(OC)c1nsnc1c2OC,-2.60 
sample,55,CCOCCN1CCN(C)c2cc3nsnc3c(OC)c21,-2.50 
sample,56,CCCOCCN1CN(C)c2cc3nsnc3cc21,-2.69 
sample,57,CNc1c2c(cc3nsnc13)N(C)CN2CCOC,-2.55 
sample,58,CCCCN1c2cc3nsnc3cc2N(CC)C1OC,-2.75 
sample,59,CCCCN1c2cc3nsnc3cc2N(C)C1OC,-2.75 
sample,60,COCCc1c2c(cc3nsnc13)N(C)CN2C,-2.69 
