batch,Iteration,SMILES,Ered 
initial,0,Cc1cc2nsnc2c2c1OCC(C)C2,-2.45 
initial,1,CCN1CCN(C)c2c1c(C)c1nsnc1c2C,-2.55 
initial,2,Cc1cc2nsnc2c2c1C(N(C)C)CO2,-2.25 
initial,3,CCCN1CN(C)c2c1cc1nsnc1c2NC(C)C,-2.63 
initial,4,CCN1CN(C(C)C)c2cc3nsnc3c(NC)c21,-2.84 
initial,5,CCc1c2c(c3nsnc3c1C)OCC2,-2.32 
initial,6,CCCNc1cc2c(c3nsnc13)OC(C)C2,-2.34 
initial,7,CCc1c2c(cc3nsnc13)C1CCC2C1,-2.43 
initial,8,[O-]C1=[NH+]c2c(ccc3nsnc23)CCC1,-2.11 
initial,9,CC(C)N1CCCc2c1ccc1nsnc21,-2.42 
sample,1,CCN1CN(C(C)C)c2c1cc1nsnc1c2NC,-2.80 
sample,2,CNc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,-2.88 
sample,3,CNc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.64 
sample,4,CCC(C)N1CN(C)c2c1cc1nsnc1c2NC,-2.65 
sample,5,CNc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,-2.65 
sample,6,CC(C)CNc1c2c(cc3nsnc13)N(C)CN2C,-2.48 
sample,7,CCNc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.51 
sample,8,CCC(C)N1CN(C)c2cc3nsnc3c(NC)c21,-2.94 
sample,9,CCC(C)N1CN(CC)c2cc3nsnc3c(NC)c21,-2.47 
sample,10,CCNc1c2c(cc3nsnc13)N(C)CN2C(C)C,-2.74 
sample,11,CCN1CN(C)c2c1cc1nsnc1c2NC(C)C,-2.67 
sample,12,CCCN1CN(C)c2c1c(C)c1nsnc1c2NC,-2.69 
sample,13,CCc1c2c(c(NC)c3nsnc13)N(CC)CN2C,-2.52 
sample,14,CNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,-2.95 
sample,15,CCCN1CN(C)c2cc3nsnc3c(NCC)c21,-2.67 
sample,16,CCNc1c2c(cc3nsnc13)N(CC)CN2CC,-2.99 
sample,17,CCCN1CN(CC)c2c1cc1nsnc1c2NC,-2.69 
sample,18,CCCN1CN(CC)c2cc3nsnc3c(NC)c21,-2.74 
sample,19,CCN1CN(CC)c2c1cc1nsnc1c2NC,-2.64 
sample,20,CCCN1CN(C)c2c1cc1nsnc1c2NCC,-2.63 
sample,21,CCN1CN(CC(C)C)c2c1cc1nsnc1c2NC,-2.61 
sample,22,CNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.61 
sample,23,CCOC1N(C)c2cc3nsnc3c(NC)c2N1C,-2.71 
sample,24,CNc1c2c(cc3nsnc13)N(C)CN2CCOC,-2.55 
sample,25,CC(C)Nc1c2c(cc3nsnc13)N(C)CN2C,-2.83 
sample,26,CCNc1c2c(cc3nsnc13)N(CC)CN2C,-2.72 
sample,27,CCCN1CN(C)c2c1cc1nsnc1c2NC,-2.58 
sample,28,CCNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.66 
sample,29,CCCN1CN(C)c2cc3nsnc3c(N(C)C)c21,-2.76 
sample,30,CCN1CN(C)c2c1cc1nsnc1c2N(C)C,-2.78 
sample,31,Cc1c2c(cc3nsnc13)N(C)CN2CCN(C)C,-2.64 
sample,32,CCOC1N(C)c2cc3nsnc3cc2N1C(C)C,-2.74 
sample,33,CCC(C)OC1N(C)c2cc3nsnc3cc2N1C,-2.74 
sample,34,CCCOC1N(C)c2cc3nsnc3cc2N1CC,-2.70 
sample,35,CCOc1c2c(cc3nsnc13)N(C)CN2C(C)C,-2.70 
sample,36,CCN1CN(C)c2c1cc1nsnc1c2OC(C)C,-2.68 
sample,37,CCN1c2cc3nsnc3cc2N(C)C1OC(C)C,-2.71 
sample,38,CCOC1N(C)c2cc3nsnc3cc2N1CC,-2.71 
sample,39,Cc1c2c(cc3nsnc13)N(C)C(OC(C)C)N2C,-2.66 
sample,40,CCC(C)N1CN(C)c2c1cc1nsnc1c2OC,-2.79 
sample,41,CCCCN1c2cc3nsnc3cc2N(C)C1OC,-2.75 
sample,42,COC1N(C(C)C)c2cc3nsnc3cc2N1C(C)C,-2.65 
sample,43,COC1N(C)c2cc3nsnc3cc2N1C(C)C,-2.70 
sample,44,CCCN1c2cc3nsnc3c(C)c2N(C)C1OC,-2.65 
sample,45,COc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.69 
sample,46,CCN1c2cc3nsnc3cc2N(CC)C1OC,-2.96 
sample,47,CCCN1c2cc3nsnc3cc2N(C)C1OC,-2.73 
sample,48,COCCc1c2c(cc3nsnc13)N(C)CN2C,-2.69 
sample,49,CCN1CN(CCOC)c2c1cc1nsnc1c2C,-2.83 
sample,50,CCCN1CN(C)c2c1c(OC)c1nsnc1c2C,-2.67 
sample,51,COCCN1CN(C)c2c1cc1nsnc1c2C,-2.69 
sample,52,CCCN1CN(CCOC)c2cc3nsnc3cc21,-2.83 
sample,53,CCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.71 
sample,54,CCN1CN(CCN(C)C)c2cc3nsnc3cc21,-2.79 
sample,55,CN(C)CCc1c2c(cc3nsnc13)N(C)CN2C,-2.67 
sample,56,CCCCN1CN(CC)c2cc3nsnc3cc21,-2.74 
sample,57,CCCN1CN(C(C)C)c2cc3nsnc3cc21,-2.83 
sample,58,CCCN1CN(CCC)c2cc3nsnc3cc21,-2.81 
sample,59,CCCCN1CN(C(C)C)c2cc3nsnc3cc21,-2.72 
sample,60,CCN1CN(C)c2c1cc1nsnc1c2CC(C)C,-2.77 
sample,61,CC(C)CN1CN(C(C)C)c2cc3nsnc3cc21,-2.82 
sample,62,CCCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.73 
sample,63,CCCCN1CN(CCC)c2cc3nsnc3cc21,-2.77 
sample,64,CCCN1CN(C(C)CC)c2cc3nsnc3cc21,-2.74 
sample,65,CCC(C)c1c2c(cc3nsnc13)N(C)CN2CC,-2.79 
sample,66,CCC(C)c1c2c(cc3nsnc13)N(CC)CN2C,-2.68 
sample,67,CCc1c2c(cc3nsnc13)N(CC)CN2CC,-2.74 
sample,68,CCCc1c2c(cc3nsnc13)N(CC)CN2C,-2.77 
sample,69,CCCCN1CN(CC)c2c1cc1nsnc1c2C,-2.71 
sample,70,CCCN1CN(CC)c2c1cc1nsnc1c2C,-2.75 
sample,71,CCCN1CN(CC)c2cc3nsnc3c(C)c21,-2.84 
sample,72,CCCCN1CN(C)c2c1cc1nsnc1c2C,-2.66 
sample,73,Cc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.74 
sample,74,CCN1CN(C(C)C)c2c1cc1nsnc1c2C,-2.60 
sample,75,CCCCN1CN(CC)c2cc3nsnc3c(C)c21,-2.92 
